MatchAthleteID,RankDifference,HeadToHeadDifference,DifferenceDurationToDateVsOpponent,DifferenceDurationInLastYear,DifferenceDurationOnCourtThisTournament,DifferenceMatchesInLastYear,DifferenceTournamentsInLastYear,MatchResult
8854_P1,60,0,-1833,-1133,-33,-23,-8,Lost
8856_P1,69,0,-2764,-1984,-10,-42,-14,Lost
8864_P1,134,0,-1264,-988,,-20,-5,Lost
8869_P1,37,0,-3001,-1642,,-31,-8,Lost
8890_P1,331,0,-1817,-966,,-24,-14,Lost
8982_P1,-21,0,384,516,,15,7,Lost
8991_P1,35,0,-84,-204,,-5,0,Lost
8996_P1,79,0,-2197,-1315,19,-27,-12,Lost
8998_P1,76,0,-105,-37,,0,1,Lost
9007_P1,10,0,-913,-361,-18,-1,0,Lost
9010_P1,33,0,-2727,-1872,62,-38,-6,Lost
9027_P1,-5,0,166,62,,4,4,Lost
9045_P1,8,0,-35,-125,-12,0,0,Lost
9053_P1,-4,0,-412,363,,4,0,Lost
9063_P1,33,0,-1722,-737,,-21,4,Lost
9158_P1,481,0,-1566,-1397,,-35,-12,Lost
9167_P1,199,0,-1267,-828,,-23,-12,Lost
9171_P1,19,0,-200,-93,,-3,-1,Lost
9204_P1,-87,0,157,111,,4,3,Lost
9231_P1,22,0,-2981,-1705,,-43,-6,Lost
9243_P1,47,0,-1120,-655,,-13,-10,Lost
9248_P1,551,0,-134,-134,,-6,-2,Lost
9250_P1,107,0,-184,-235,,-5,-2,Lost
9261_P1,-23,0,-954,-510,-21,-10,-5,Lost
9282_P1,-5,0,582,198,,6,4,Lost
9292_P1,271,0,-33,-33,,-1,-1,Lost
9295_P1,604,0,-15,27,,0,-1,Lost
9312_P1,568,0,-309,-215,,-6,-3,Lost
9347_P1,-16,0,852,850,,19,7,Lost
9379_P1,25,0,-115,273,104,8,5,Lost
9410_P1,195,0,-2530,-1761,-14,-38,-11,Lost
9416_P1,62,0,-1059,-382,-26,-8,-7,Lost
9425_P1,-61,0,-18,89,,2,1,Lost
9497_P1,19,0,-174,-366,4,-6,2,Lost
9509_P1,14,0,-667,-344,,-11,-7,Lost
9529_P1,74,0,-921,-367,2,-6,-3,Lost
9539_P1,117,0,-642,-339,-9,-8,-3,Lost
9550_P1,42,0,,,,,,Lost
9560_P1,320,0,-567,-241,,-6,-1,Lost
9597_P1,356,0,-88,-88,30,-2,0,Lost
9601_P1,140,0,-768,-593,,-16,-10,Lost
9617_P1,-297,0,79,61,,2,1,Lost
9619_P1,94,0,,,,,,Lost
9668_P1,-93,0,779,442,,15,9,Lost
9675_P1,7,0,-431,32,38,0,4,Lost
9685_P1,20,0,-1197,-458,,-7,-1,Lost
9690_P1,12,0,-155,-656,,-17,1,Lost
9710_P1,22,0,-133,73,,0,0,Lost
9727_P1,30,0,-241,-227,,-2,5,Lost
9730_P1,-30,0,71,71,,3,1,Lost
9787_P1,116,0,-293,-70,,-2,-1,Lost
9788_P1,-74,0,131,131,,4,3,Lost
9793_P1,426,0,-176,-176,,-3,-2,Lost
9804_P1,53,0,-316,-482,-2,-15,-1,Lost
9810_P1,311,0,-1304,-1185,67,-31,-13,Lost
9814_P1,231,0,-5,-5,23,0,1,Lost
9826_P1,94,0,-1999,-1404,,-33,-10,Lost
9829_P1,81,0,-881,-715,,-16,-8,Lost
9830_P1,226,0,-1324,-823,41,-19,-9,Lost
9838_P1,53,0,-511,-448,,-12,-2,Lost
9854_P1,160,0,-282,-282,,-6,-1,Lost
9900_P1,311,0,-391,-233,,-7,-5,Lost
9902_P1,-288,0,128,97,,2,2,Lost
9903_P1,317,0,-605,-349,,-8,-4,Lost
9907_P1,142,0,-30,-30,,-1,-1,Lost
9927_P1,195,0,-747,-557,,-16,-11,Lost
9929_P1,56,0,-449,-449,,-12,-6,Lost
9934_P1,321,0,-324,-324,,-7,-3,Lost
9957_P1,305,0,-897,-857,,-20,-11,Lost
9966_P1,-37,0,-67,-67,,-2,-1,Lost
9969_P1,215,0,-314,-314,,-8,-2,Lost
10010_P1,226,0,-660,-539,23,-13,-6,Lost
10021_P1,43,0,-604,-604,,-14,-8,Lost
10024_P1,17,0,49,49,,2,2,Lost
10052_P1,23,0,-892,-941,,-22,-2,Lost
10053_P1,15,0,-203,-234,78,-6,-4,Lost
10054_P1,-25,0,-217,-306,-42,-10,-2,Lost
10059_P1,25,0,18,212,,5,1,Lost
10072_P1,4,0,53,3,,-1,0,Lost
10081_P1,13,0,-287,-200,-16,-10,-2,Lost
10123_P1,44,0,-114,-114,,-4,-1,Lost
10141_P1,121,0,-178,-178,,-5,-3,Lost
10167_P1,14,0,-270,-394,0,-10,2,Lost
10192_P1,27,0,-143,-173,,0,0,Lost
10257_P1,51,0,-696,-696,71,-18,-2,Lost
10262_P1,-40,0,353,353,-27,9,7,Lost
10277_P1,349,0,-1239,-1239,96,-29,-9,Lost
10304_P1,246,0,-486,-486,,-11,-5,Lost
10319_P1,121,0,-203,-203,,-5,-1,Lost
10346_P1,35,0,-107,-107,,-5,-2,Lost
10377_P1,179,0,-971,-971,67,-20,-6,Lost
10386_P1,-52,0,425,425,-60,11,5,Lost
10389_P1,-107,0,426,426,,9,5,Lost
10397_P1,8,0,-167,-167,,-4,-3,Lost
10408_P1,182,0,-543,-543,-7,-11,-6,Lost
10438_P1,18,0,265,265,-2,8,4,Lost
10451_P1,-82,0,147,147,-100,5,6,Lost
10464_P1,121,0,-293,-293,,-7,-3,Lost
10481_P1,266,0,-684,-684,56,-18,-8,Lost
10495_P1,69,0,-716,-716,,-14,-4,Lost
10499_P1,-76,0,16,16,,2,2,Lost
10502_P1,62,0,-43,-43,,-1,-1,Lost
10525_P1,48,0,-41,-41,,-1,-1,Lost
10527_P1,-11,0,,,,,,Lost
10545_P1,46,0,-111,-111,,-4,-2,Lost
10551_P1,404,0,-546,-546,,-13,-7,Lost
10553_P1,115,0,-430,-430,,-11,-6,Lost
10583_P1,25,0,-946,-946,-13,-19,-6,Lost
10613_P1,191,0,,,,,,Lost
10649_P1,19,0,-105,-105,,-1,-1,Lost
10654_P1,53,0,-579,-579,,-13,-5,Lost
10661_P1,-26,0,-26,-26,-26,0,0,Lost
10667_P1,150,0,-685,-685,-29,-14,-5,Lost
10677_P1,22,0,-88,-88,,-2,-2,Lost
10685_P1,159,0,-244,-244,,-7,-3,Lost
10692_P1,45,0,-175,-175,,-5,-2,Lost
10699_P1,61,0,-337,-337,,-8,-5,Lost
10717_P1,406,0,-316,-316,37,-7,-2,Lost
10719_P1,135,0,-156,-156,-20,-4,-2,Lost
10721_P1,347,0,-52,-52,,-1,-1,Lost
10759_P1,204,0,-188,-188,,-4,-4,Lost
10771_P1,242,0,-243,-243,,-7,-4,Lost
10776_P1,194,0,-66,-66,,-2,-1,Lost
10779_P1,478,0,-374,-374,,-9,-7,Lost
10787_P1,-49,0,,,,,,Lost
10798_P1,21,0,465,465,-42,9,2,Lost
10808_P1,-3,0,-249,-249,,-5,-1,Lost
10812_P1,20,0,-83,-83,,-3,-2,Lost
10849_P1,5,0,303,303,,8,2,Lost
10852_P1,13,0,-165,-165,,-3,-1,Lost
10859_P1,-39,0,100,100,,3,1,Lost
10866_P1,-31,0,422,422,,7,2,Lost
10880_P1,360,0,-157,-157,-2,-4,-2,Lost
10888_P1,335,0,-155,-155,,-4,-2,Lost
10907_P1,51,0,-254,-254,,-6,-2,Lost
10933_P1,-49,0,166,166,,4,4,Lost
10971_P1,327,0,,,,,,Lost
10983_P1,7,0,4,4,5,0,0,Lost
10992_P1,10,0,-70,-70,,-1,0,Lost
10997_P1,1,0,-31,-31,,-1,0,Lost
11009_P1,23,0,-132,-132,,-3,-2,Lost
11027_P1,18,0,-80,-80,14,-3,0,Lost
11029_P1,10,0,48,48,,1,0,Lost
11030_P1,-13,0,-106,-106,-63,-3,-2,Lost
11064_P1,46,0,41,41,41,0,0,Lost
11065_P1,31,0,-27,-27,-27,0,0,Lost
11068_P1,21,0,-1,-1,-1,0,0,Lost
61_P2,119,0,-12931,-1979,,-35,-16,Lost
63_P2,4,0,3222,-111,,-6,2,Lost
78_P2,-49,0,62,-16,,0,1,Lost
79_P2,-1,0,1656,-200,,-4,-3,Lost
180_P2,145,0,-10985,-679,53,-15,-7,Lost
193_P2,494,0,-171,-24,,-1,-1,Lost
202_P2,108,0,49,29,,1,1,Lost
209_P2,42,0,-13692,-998,9,-15,-3,Lost
221_P2,140,0,-12580,-1908,,-34,-16,Lost
231_P2,40,0,-14508,-1032,,-19,-6,Lost
235_P2,82,0,-1152,-148,,-3,-3,Lost
238_P2,-6,0,1402,116,,3,1,Lost
309_P2,-22,0,-1241,74,,2,1,Lost
310_P2,30,0,-392,-357,,-8,-1,Lost
317_P2,-19,0,-1977,-268,,-5,-3,Lost
324_P2,63,0,-9341,-652,20,-15,-6,Lost
331_P2,-116,0,4345,20,-72,0,3,Lost
333_P2,86,0,-6233,-636,85,-14,-10,Lost
350_P2,-126,0,89,-213,-70,-3,0,Lost
353_P2,-55,0,204,-18,,1,-1,Lost
365_P2,-8,0,2574,419,-40,14,2,Lost
383_P2,19,0,-5026,-613,,-14,-4,Lost
419_P2,-28,0,4419,949,-85,13,5,Lost
447_P2,38,0,-8801,-496,,-10,-4,Lost
467_P2,38,0,-999,-729,,-13,-3,Lost
481_P2,152,0,-1007,-344,,-7,-4,Lost
512_P2,34,0,-1651,-675,1,-15,-8,Lost
519_P2,17,0,7629,-180,-2,-5,1,Lost
527_P2,-53,0,2775,281,,4,1,Lost
547_P2,95,0,19,-85,,-1,0,Lost
572_P2,116,0,-3966,-1257,78,-24,-11,Lost
589_P2,230,0,-1101,,,,,Lost
606_P2,-2,0,4696,-591,,-11,-3,Lost
675_P2,27,0,4242,-60,46,-5,1,Lost
687_P2,274,0,-2817,-616,,-12,-7,Lost
702_P2,6,0,230,63,,1,2,Lost
708_P2,20,0,-4557,-702,131,-16,-1,Lost
804_P2,155,0,-2369,-215,,-4,-1,Lost
828_P2,34,0,-9257,-1286,,-24,-8,Lost
839_P2,-309,0,-979,,,,,Lost
929_P2,40,0,-817,-18,,0,0,Lost
951_P2,68,0,-165,-165,,-4,-4,Lost
952_P2,489,0,-129,-35,,-1,-1,Lost
974_P2,-139,0,920,815,-79,16,8,Lost
987_P2,-43,0,203,374,,9,5,Lost
993_P2,28,0,-1482,-450,,-10,-6,Lost
1001_P2,-8,0,2032,357,-50,7,2,Lost
1030_P2,21,0,-1304,-211,,-4,-2,Lost
1048_P2,19,0,-5617,-154,30,-2,2,Lost
1107_P2,252,0,-1073,-654,65,-13,-7,Lost
1118_P2,129,0,270,-254,,-5,-2,Lost
1133_P2,8,0,-389,-163,,-5,-1,Lost
1137_P2,41,0,198,,,,,Lost
1165_P2,392,0,-9,29,59,2,1,Lost
1170_P2,20,0,-1891,-503,,-12,-5,Lost
1173_P2,1,0,-218,153,,6,2,Lost
1185_P2,-47,0,-448,107,,7,5,Lost
1186_P2,-172,0,-185,-35,,-1,-1,Lost
1208_P2,82,0,4541,-409,,-6,1,Lost
1221_P2,23,0,-1698,-5,,-2,-1,Lost
1222_P2,-108,0,-166,9,,2,1,Lost
1225_P2,64,0,-606,-184,,-3,-2,Lost
1243_P2,17,0,2629,-687,-26,-10,0,Lost
1344_P2,29,0,134,14,,1,1,Lost
1437_P2,-3,0,-5087,366,-8,6,0,Lost
1443_P2,-4,0,-1938,35,18,-4,0,Lost
1462_P2,5,0,-761,-7,,0,0,Lost
1464_P2,-4,0,7439,119,,3,2,Lost
1476_P2,-11,0,2292,54,-17,2,1,Lost
1478_P2,-42,0,-1735,373,4,5,3,Lost
1479_P2,99,0,-8930,-659,55,-16,-6,Lost
1505_P2,-68,0,-220,-117,,-3,-1,Lost
1523_P2,-1,0,7199,213,,3,3,Lost
1529_P2,36,0,-2029,-195,51,-5,-2,Lost
1540_P2,246,0,-8137,-1215,-18,-21,-7,Lost
1543_P2,941,0,-6089,-1464,32,-36,-16,Lost
1551_P2,905,0,-1191,-390,-6,-9,-3,Lost
1575_P2,-745,0,374,50,,2,2,Lost
1607_P2,21,0,-5009,-814,,-17,-6,Lost
1692_P2,114,0,-999,-503,-6,-10,-4,Lost
1701_P2,222,0,-175,46,,1,-1,Lost
1730_P2,1386,0,-1611,-522,45,-12,-7,Lost
1741_P2,192,0,-602,-319,17,-8,-5,Lost
1747_P2,276,0,-4607,-1221,-1,-20,-10,Lost
1752_P2,66,0,-9179,-1064,8,-21,-10,Lost
1754_P2,29,0,52,-293,3,-7,-1,Lost
1765_P2,173,0,-711,-289,,-6,-2,Lost
1766_P2,35,0,-1369,-943,,-19,-9,Lost
1783_P2,95,0,303,-136,,-3,-1,Lost
1793_P2,-876,0,16,16,16,,,Lost
1798_P2,19,0,-3033,-224,40,-8,-3,Lost
1872_P2,41,0,2764,93,,5,2,Lost
1930_P2,-12,0,7137,-58,-15,-3,4,Lost
1965_P2,193,0,-4443,-1992,17,-45,-18,Lost
1980_P2,654,0,-8497,-1283,5,-28,-10,Lost
1982_P2,-1053,0,-17,-53,-53,-1,-1,Lost
1992_P2,87,0,-5469,-1331,,-27,-10,Lost
1999_P2,1449,0,-1573,-703,39,-15,-8,Lost
2002_P2,415,0,-1718,-280,22,-7,-4,Lost
2010_P2,1042,0,-131,,,,,Lost
2015_P2,-113,0,120,265,,8,4,Lost
2016_P2,577,0,-37,-59,,-2,-2,Lost
2019_P2,1361,0,-287,-420,,-11,-3,Lost
2021_P2,182,0,-9107,-1358,,-23,-10,Lost
2032_P2,-24,0,190,-6,-3,-1,0,Lost
2046_P2,71,0,-8233,-971,-23,-21,-8,Lost
2118_P2,273,0,-2937,-886,,-17,-8,Lost
2132_P2,583,0,-272,-192,,-4,-4,Lost
2135_P2,107,0,-241,-313,,-8,0,Lost
2174_P2,-22,0,-2760,554,,13,4,Lost
2176_P2,353,0,-8095,-1119,,-25,-10,Lost
2177_P2,235,0,11,-98,,-1,-1,Lost
2182_P2,166,0,-5119,-1410,,-32,-12,Lost
2183_P2,25,0,-2123,271,72,7,4,Lost
2190_P2,-8,0,-2788,-114,53,-5,0,Lost
2201_P2,-9,0,2293,272,-2,6,1,Lost
2215_P2,-6,0,1970,144,,0,4,Lost
2251_P2,59,0,-4592,-346,-2,-6,-1,Lost
2257_P2,82,0,-8583,-945,,-20,-10,Lost
2271_P2,-475,0,327,116,-52,7,4,Lost
2274_P2,-41,0,-1219,159,84,1,0,Lost
2275_P2,860,0,-5471,-892,57,-22,-12,Lost
2283_P2,181,0,-5261,-1345,,-26,-8,Lost
2297_P2,329,0,48,-74,,0,1,Lost
2310_P2,-492,0,18,-56,,0,1,Lost
2321_P2,406,0,-9238,-1314,-4,-24,-16,Lost
2357_P2,-24,0,227,26,,1,1,Lost
2359_P2,-32,0,-94,-36,,2,3,Lost
2390_P2,99,0,-5994,-618,,-11,3,Lost
2405_P2,48,0,-8258,-86,154,-5,2,Lost
2432_P2,145,0,-5241,-915,,-21,-11,Lost
2470_P2,13,0,-1989,143,,6,0,Lost
2472_P2,42,0,-2902,-539,,-9,-3,Lost
2473_P2,22,0,-2280,-507,,-9,-3,Lost
2476_P2,39,0,-830,-840,,-18,-4,Lost
2502_P2,157,0,-3025,-1129,13,-25,-11,Lost
2503_P2,104,0,-3669,-1366,-26,-26,-9,Lost
2505_P2,76,0,-2099,-1189,9,-25,-10,Lost
2514_P2,185,0,-178,-150,,-2,0,Lost
2521_P2,286,0,-9308,-1010,,-23,-7,Lost
2527_P2,107,0,417,147,,6,7,Lost
2546_P2,50,0,-6627,-474,104,-6,-3,Lost
2562_P2,39,0,-6980,-1003,,-21,-10,Lost
2601_P2,18,0,3282,355,44,6,5,Lost
2613_P2,100,0,-8895,-1244,,-25,-4,Lost
2630_P2,-20,0,181,7,,1,2,Lost
2651_P2,125,0,-2411,-917,9,-19,-8,Lost
2658_P2,134,0,-2173,-929,8,-20,-8,Lost
2659_P2,252,0,-2539,-949,1,-20,-9,Lost
2661_P2,666,0,-1320,-670,-58,-14,-9,Lost
2693_P2,222,0,-147,79,,3,-1,Lost
2696_P2,1055,0,-160,-160,,-4,-2,Lost
2702_P2,-241,0,6,109,,3,2,Lost
2721_P2,684,0,-1504,-408,-24,-9,-6,Lost
2739_P2,388,0,2,2,2,,,Lost
2747_P2,408,0,-8231,-1089,,-21,-9,Lost
2760_P2,818,0,-5251,-1184,,-24,-12,Lost
2792_P2,53,0,-7931,16,0,0,-3,Lost
2794_P2,135,0,-6136,-994,41,-21,-6,Lost
2797_P2,190,0,-1142,-629,-10,-16,-8,Lost
2806_P2,344,0,-6769,-1207,8,-30,-13,Lost
2808_P2,77,0,-411,-281,-13,-8,-3,Lost
2822_P2,57,0,-4656,-550,,-13,-3,Lost
2825_P2,83,0,-5073,-1188,,-23,-11,Lost
2853_P2,203,0,-4864,-1631,,-39,-12,Lost
2874_P2,123,0,-6472,-666,-8,-13,-5,Lost
2889_P2,38,0,-6582,-1224,-38,-22,-10,Lost
2890_P2,1361,0,-1947,-274,4,-8,-4,Lost
2894_P2,196,0,-11730,-2491,,-52,-17,Lost
2903_P2,1071,0,-192,-138,,-5,-2,Lost
2909_P2,713,0,476,-31,,-1,-1,Lost
2913_P2,154,0,420,5,,-1,1,Lost
2951_P2,264,0,-3752,-1676,,-39,-14,Lost
2999_P2,271,0,-2329,-828,,-17,-6,Lost
3002_P2,111,0,-424,-86,,-1,1,Lost
3037_P2,-25,0,-260,127,,1,2,Lost
3066_P2,447,0,-294,-11,38,0,-1,Lost
3071_P2,94,0,-1952,-1998,-1,-43,-11,Lost
3081_P2,447,0,-3262,-154,27,-4,-1,Lost
3087_P2,-260,0,53,1,-44,1,1,Lost
3089_P2,277,0,-1372,-815,38,-20,-9,Lost
3111_P2,-15,0,264,162,,3,2,Lost
3139_P2,-12,0,3385,296,,6,0,Lost
3148_P2,-1,0,-96,-67,,-1,-3,Lost
3153_P2,33,0,-1735,-1153,,-26,-12,Lost
3174_P2,31,0,-5256,-2002,,-37,-11,Lost
3176_P2,-26,0,8045,1491,-64,29,16,Lost
3209_P2,-86,0,-3828,102,19,1,2,Lost
3229_P2,190,0,-8043,-1679,14,-31,-17,Lost
3232_P2,175,0,-1279,-1146,6,-25,-7,Lost
3233_P2,173,0,-443,-443,,-12,-5,Lost
3241_P2,291,0,-6229,-429,,-10,-4,Lost
3244_P2,-9,0,-2022,-189,,-4,-2,Lost
3287_P2,6,0,-3675,559,-9,8,-3,Lost
3311_P2,-152,0,6812,414,,8,11,Lost
3344_P2,7,0,-5273,21,,2,-2,Lost
3404_P2,323,0,-6155,-974,,-23,-11,Lost
3409_P2,256,0,-3710,-1081,,-25,-9,Lost
3424_P2,609,0,,,,,,Lost
3454_P2,49,0,2558,450,29,8,5,Lost
3455_P2,105,0,-4687,-134,13,-4,-2,Lost
3456_P2,246,0,-1728,-392,6,-9,-5,Lost
3459_P2,257,0,-4215,-877,-11,-21,-10,Lost
3461_P2,-18,0,-4739,-312,-17,-8,-5,Lost
3469_P2,4,0,-169,343,54,7,5,Lost
3470_P2,255,0,-5540,-760,-25,-17,-3,Lost
3477_P2,159,0,-802,,,,,Lost
3480_P2,778,0,-345,-332,,-7,-4,Lost
3493_P2,-76,0,105,,,,,Lost
3499_P2,50,0,-650,-596,57,-12,-1,Lost
3520_P2,8,0,-7430,-451,-2,-11,-9,Lost
3523_P2,165,0,-8524,-1573,29,-33,-18,Lost
3524_P2,451,0,-1022,-1130,-15,-23,-6,Lost
3529_P2,268,0,-634,-195,-32,-4,-1,Lost
3530_P2,170,0,-2090,-1165,-55,-24,-7,Lost
3536_P2,861,0,-1257,-106,73,-3,-2,Lost
3540_P2,155,0,-1199,-12,,1,1,Lost
3559_P2,-43,0,-245,-5,,0,0,Lost
3577_P2,16,0,619,-500,8,-13,-8,Lost
3604_P2,-547,0,297,142,,5,3,Lost
3658_P2,70,0,-5400,-832,15,-21,-11,Lost
3676_P2,405,0,-11571,-2285,39,-45,-10,Lost
3677_P2,157,0,-2857,-696,10,-15,-7,Lost
3682_P2,467,0,-8479,-2252,,-40,-10,Lost
3687_P2,-258,0,3525,1158,,23,9,Lost
3696_P2,116,0,-7871,-1257,,-26,-16,Lost
3713_P2,21,0,-6041,-217,-18,3,1,Lost
3717_P2,33,0,-6453,-171,104,-2,-2,Lost
3731_P2,121,0,-1034,-186,,-4,-4,Lost
3736_P2,-7,0,-2978,-326,,-9,-6,Lost
3741_P2,161,0,-3576,-598,,-13,-1,Lost
3752_P2,36,0,-5485,-856,80,-17,-5,Lost
3756_P2,21,0,340,-613,-7,-5,4,Lost
3778_P2,36,0,-1387,-1353,,-29,-9,Lost
3781_P2,124,0,2541,63,,2,0,Lost
3850_P2,313,0,-6050,-2282,-29,-41,-19,Lost
3858_P2,440,0,-1933,-1596,12,-34,-12,Lost
3864_P2,1276,0,-2086,-1608,,-34,-12,Lost
3866_P2,267,0,-1779,-1413,,-32,-12,Lost
3870_P2,576,0,-7270,-1931,,-37,-18,Lost
3871_P2,230,0,-379,-267,,-8,-7,Lost
3873_P2,281,0,-1541,-472,,-10,-5,Lost
3881_P2,803,0,-1909,-1297,,-27,-9,Lost
3894_P2,2,0,-2286,-1195,-11,-27,-15,Lost
3908_P2,90,0,129,-31,-13,1,1,Lost
3918_P2,79,0,-6013,-936,,-25,-14,Lost
3920_P2,466,0,-381,-107,,-2,-2,Lost
3929_P2,697,0,-26,-46,,-2,-2,Lost
3933_P2,442,0,-7111,-1203,,-23,-12,Lost
3971_P2,43,0,-9279,-847,89,-15,0,Lost
3978_P2,6,0,11,-529,,-12,-3,Lost
4050_P2,135,0,130,23,,2,1,Lost
4056_P2,-114,0,831,84,,3,2,Lost
4074_P2,158,0,-5034,-779,48,-19,-4,Lost
4080_P2,152,0,-8632,-1606,-14,-35,-17,Lost
4090_P2,239,0,-8646,-1818,9,-41,-16,Lost
4097_P2,224,0,-6307,-990,,-25,-16,Lost
4106_P2,233,0,-495,-102,78,-5,-2,Lost
4108_P2,-14,0,-12,60,,3,3,Lost
4115_P2,46,0,-9007,-2007,,-46,-18,Lost
4117_P2,1471,0,-93,-93,77,-5,-2,Lost
4123_P2,130,0,,,,,,Lost
4128_P2,1114,0,32,32,,1,1,Lost
4157_P2,134,0,-6572,-683,-3,-14,-6,Lost
4161_P2,70,0,-4906,-1946,24,-44,-17,Lost
4199_P2,214,0,-1751,-1482,,-32,-11,Lost
4207_P2,0,0,50,,,,,Lost
4213_P2,-686,0,-83,,,,,Lost
4227_P2,34,0,-5891,-570,23,-10,2,Lost
4230_P2,176,0,-1267,-655,76,-13,-5,Lost
4265_P2,11,0,945,6,,-4,1,Lost
4295_P2,433,0,-271,-145,,-3,-2,Lost
4334_P2,252,0,-1712,-1417,-7,-30,-10,Lost
4344_P2,1224,0,43,,,,,Lost
4365_P2,547,0,-300,-95,,-2,-1,Lost
4372_P2,310,0,-4806,-1990,,-41,-17,Lost
4391_P2,137,0,-75,-1197,,-22,-4,Lost
4418_P2,131,0,-3503,-437,,-10,-5,Lost
4419_P2,508,0,-1792,-721,,-14,-3,Lost
4427_P2,-22,0,428,111,,5,4,Lost
4469_P2,-94,0,-231,-37,,-1,-1,Lost
4531_P2,216,0,-8284,-1124,24,-25,-10,Lost
4545_P2,249,0,-783,-599,-20,-16,-4,Lost
4581_P2,128,0,-6980,-1111,21,-24,-10,Lost
4584_P2,21,0,-6426,-1559,-4,-34,-14,Lost
4595_P2,206,0,-6344,-1580,8,-35,-12,Lost
4601_P2,527,0,-293,-62,,-2,-2,Lost
4608_P2,363,0,-1034,-190,,-4,-4,Lost
4613_P2,216,0,-6502,-1340,,-28,-15,Lost
4617_P2,68,0,-6710,-1322,,-30,-14,Lost
4619_P2,225,0,-3178,-810,,-22,-7,Lost
4624_P2,31,0,-3409,-1102,,-26,-12,Lost
4627_P2,67,0,-1389,-64,,-2,0,Lost
4641_P2,-12,0,1024,-194,20,-9,-7,Lost
4667_P2,-13,0,1826,52,,4,-3,Lost
4707_P2,158,0,-183,-141,,-3,-1,Lost
4718_P2,118,0,184,-558,-51,-10,-3,Lost
4733_P2,45,0,-5094,-157,-37,-2,-3,Lost
4747_P2,198,0,282,-557,,-12,-3,Lost
4750_P2,120,0,-1173,-224,,-5,-3,Lost
4753_P2,182,0,-1018,-799,,-15,-4,Lost
4789_P2,42,0,-2976,-685,74,-15,-8,Lost
4807_P2,20,0,-3369,-162,77,1,0,Lost
4820_P2,140,0,-2713,-732,,-16,-7,Lost
4823_P2,-40,0,2963,-70,,1,5,Lost
4866_P2,-27,0,2300,298,,8,3,Lost
4910_P2,10,0,-4858,-786,,-16,-9,Lost
4913_P2,110,0,961,-175,,-2,1,Lost
4931_P2,273,0,-3923,-384,,-9,-5,Lost
4944_P2,-222,0,-327,-119,,-2,0,Lost
4949_P2,-1037,0,183,136,,4,3,Lost
4975_P2,-24,0,-8076,147,-4,4,5,Lost
4977_P2,-171,0,417,141,-11,4,2,Lost
4988_P2,351,0,-6237,-1581,,-30,-15,Lost
5004_P2,804,0,-3125,-875,,-22,-8,Lost
5009_P2,28,0,-335,78,,3,2,Lost
5012_P2,43,0,-4601,-633,,-16,-6,Lost
5023_P2,51,0,-6572,-1613,121,-36,-10,Lost
5036_P2,-2,0,-3241,466,,11,2,Lost
5053_P2,-54,0,5087,247,,4,4,Lost
5058_P2,-129,0,3093,235,,6,4,Lost
5099_P2,171,0,-4674,-824,,-18,-8,Lost
5102_P2,48,0,-2155,-630,,-11,-4,Lost
5104_P2,140,0,-5026,-729,,-13,-4,Lost
5122_P2,357,0,-5541,-1093,,-23,-8,Lost
5128_P2,191,0,-120,,,,,Lost
5129_P2,267,0,-4799,-801,5,-17,-9,Lost
5133_P2,157,0,-6765,-1484,-9,-32,-14,Lost
5140_P2,134,0,-280,-400,-12,-9,-4,Lost
5150_P2,1007,0,,,,,,Lost
5154_P2,532,0,-27,,,,,Lost
5157_P2,29,0,-363,-155,,-5,-4,Lost
5160_P2,1151,0,-159,-108,,-4,-4,Lost
5163_P2,-769,0,-21,,,,,Lost
5174_P2,-769,0,,,,,,Lost
5184_P2,404,0,-3962,-1269,-51,-24,-13,Lost
5208_P2,28,0,2945,-430,141,-7,-4,Lost
5252_P2,10,0,-5679,-134,-28,-4,4,Lost
5253_P2,20,0,-2930,-437,64,-12,2,Lost
5260_P2,11,0,-2616,-290,39,-7,2,Lost
5288_P2,14,0,-2163,-423,,-8,0,Lost
5325_P2,53,0,-590,-49,,-1,0,Lost
5350_P2,329,0,-527,-34,35,-2,-1,Lost
5362_P2,55,0,-2102,-1402,14,-27,-8,Lost
5380_P2,140,0,-4342,-1325,,-27,-10,Lost
5382_P2,138,0,-2101,-641,,-13,-4,Lost
5388_P2,158,0,-87,-104,,-2,-1,Lost
5391_P2,5,0,102,141,,4,2,Lost
5392_P2,22,0,-2759,-899,,-18,-7,Lost
5448_P2,75,0,-5305,-1326,12,-25,-8,Lost
5468_P2,100,0,-4340,-518,-6,-11,-6,Lost
5474_P2,151,0,-7154,-1494,45,-30,-9,Lost
5497_P2,374,0,,,,,,Lost
5501_P2,24,0,154,78,,2,2,Lost
5529_P2,275,0,-3952,-1183,,-25,-11,Lost
5536_P2,224,0,-4147,-709,0,-15,-6,Lost
5544_P2,444,0,-3994,-1200,-17,-25,-11,Lost
5555_P2,-168,0,1561,556,,11,4,Lost
5557_P2,459,0,-1157,-195,,-6,-4,Lost
5559_P2,-1127,0,76,76,,2,1,Lost
5625_P2,-82,0,253,133,-64,2,1,Lost
5633_P2,151,0,-120,-102,,-3,-1,Lost
5649_P2,-201,0,82,,,,,Lost
5667_P2,207,0,-1010,-734,-32,-15,-4,Lost
5678_P2,97,0,-5342,-836,10,-17,-8,Lost
5684_P2,87,0,-278,-624,19,-13,-4,Lost
